IDTeme;PROGRAMNAJU;TEMATSKA OBLASTNAJU;Oblast akreditacije;TEMA;Datum početka;Datum završetka;Lokacija;Verifikacija;Broj realizovanih dana;Broj polaznika;Evaluacija opšta ocena;Tip obuke;Godina realizacije
2022-01-0208;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;UPRAVLjANjE PROGRAMIMA I PROJEKTIMA I MEĐUNARODOM RAZVOJNOM POMOĆI;SISTEM JAVNE UPRAVE;SISTEM DRŽAVNE UPRAVE;2.2.2022;-;LMS;onlajn sertifikat;0;0;#N/A;Onlajn obuka;2024
2022-03-0203;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;UPRAVLjANjE PROGRAMIMA I PROJEKTIMA I MEĐUNARODOM RAZVOJNOM POMOĆI;UPRAVLjANjE U JAVNOJ UPRAVI;OSNOVE UPRAVLjAČKE ODGOVORNOSTI – ONLAJN OBUKA;7.2.2022;-;LMS;onlajn sertifikat;0;0;#N/A;Onlajn obuka;2024
2022-02-1116;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;UPRAVLjANjE PROGRAMIMA I PROJEKTIMA I MEĐUNARODOM RAZVOJNOM POMOĆI;SISTEM JAVNE UPRAVE;DOBRO UPRAVLjANjE U OBLASTI BEZBEDNOSTI;3.3.2022;-;LMS;onlajn sertifikat;0;0;#N/A;Onlajn obuka;2024
2022-02-0102;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;UPRAVLjANjE PROGRAMIMA I PROJEKTIMA I MEĐUNARODOM RAZVOJNOM POMOĆI;UPRAVLjANjE U JAVNOJ UPRAVI;AGILNO UPRAVLjANjE;1.4.2022;-;LMS;onlajn sertifikat;0;0;#N/A;Modernizovane onlajn obuke;2024
2022-02-2006;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;UPRAVLjANjE PROGRAMIMA I PROJEKTIMA I MEĐUNARODOM RAZVOJNOM POMOĆI;LIČNI RAZVOJ I VEŠTINE;TEHNIKE ZA RAST PRODUKTIVNOSTI;1.4.2022;-;LMS;onlajn sertifikat;0;0;#N/A;Modernizovane onlajn obuke;2024
2022-02-2007;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;UPRAVLjANjE PROGRAMIMA I PROJEKTIMA I MEĐUNARODOM RAZVOJNOM POMOĆI;LIČNI RAZVOJ I VEŠTINE;UPRAVLjANjE VREMENOM;1.4.2022;-;LMS;onlajn sertifikat;0;0;#N/A;Modernizovane onlajn obuke;2024
2022-02-2012;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;UPRAVLjANjE PROGRAMIMA I PROJEKTIMA I MEĐUNARODOM RAZVOJNOM POMOĆI;LIČNI RAZVOJ I VEŠTINE;DELEGIRANjE I POVRATNA INFORMACIJA;1.4.2022;-;LMS;onlajn sertifikat;0;0;#N/A;Modernizovane onlajn obuke;2024
2022-02-2013;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;UPRAVLjANjE PROGRAMIMA I PROJEKTIMA I MEĐUNARODOM RAZVOJNOM POMOĆI;LIČNI RAZVOJ I VEŠTINE;PRODUKTIVAN SASTANAK;1.4.2022;-;LMS;onlajn sertifikat;0;0;#N/A;Modernizovane onlajn obuke;2024
2022-02-2014;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;UPRAVLjANjE PROGRAMIMA I PROJEKTIMA I MEĐUNARODOM RAZVOJNOM POMOĆI;LIČNI RAZVOJ I VEŠTINE;POSTAVLjANjE CILjEVA;1.4.2022;-;LMS;onlajn sertifikat;0;0;#N/A;Modernizovane onlajn obuke;2024
2022-06-0302;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;UPRAVLjANjE PROGRAMIMA I PROJEKTIMA I MEĐUNARODOM RAZVOJNOM POMOĆI;LIČNI RAZVOJ I VEŠTINE;UPRAVLjANjE STRESOM;1.4.2022;-;LMS;onlajn sertifikat;0;0;#N/A;Modernizovane onlajn obuke;2024
2022-06-0324;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;UPRAVLjANjE PROGRAMIMA I PROJEKTIMA I MEĐUNARODOM RAZVOJNOM POMOĆI;LIČNI RAZVOJ I VEŠTINE;PREZENTACIJA;1.4.2022;-;LMS;onlajn sertifikat;0;0;#N/A;Modernizovane onlajn obuke;2024
2022-06-0326;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;UPRAVLjANjE PROGRAMIMA I PROJEKTIMA I MEĐUNARODOM RAZVOJNOM POMOĆI;LIČNI RAZVOJ I VEŠTINE;UPRAVLjANjE NEZADOVOLjNIM KORISNICIMA;1.4.2022;-;LMS;onlajn sertifikat;0;0;#N/A;Modernizovane onlajn obuke;2024
2022-08-0101-09;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;UPRAVLjANjE PROGRAMIMA I PROJEKTIMA I MEĐUNARODOM RAZVOJNOM POMOĆI;UPRAVLjANjE U JAVNOJ UPRAVI, LIČNI RAZVOJ I VEŠTINE;KOMUNIKACIJA VIZIJE I MISIJE;1.4.2022;-;LMS;onlajn sertifikat;0;0;#N/A;Modernizovane onlajn obuke;2024
2022-08-0201-07;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;UPRAVLjANjE PROGRAMIMA I PROJEKTIMA I MEĐUNARODOM RAZVOJNOM POMOĆI;UPRAVLjANjE U JAVNOJ UPRAVI;EFEKTIVNO LIDERSTVO;1.4.2022;-;LMS;onlajn sertifikat;0;0;#N/A;Modernizovane onlajn obuke;2024
2022-08-0201-09;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;UPRAVLjANjE PROGRAMIMA I PROJEKTIMA I MEĐUNARODOM RAZVOJNOM POMOĆI;LIČNI RAZVOJ I VEŠTINE;UPRAVLjANjE EFIKASNIM TIMOVIMA;1.4.2022;-;LMS;onlajn sertifikat;0;0;#N/A;Modernizovane onlajn obuke;2024
2022-08-0306;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;UPRAVLjANjE PROGRAMIMA I PROJEKTIMA I MEĐUNARODOM RAZVOJNOM POMOĆI;UPRAVLjANjE U JAVNOJ UPRAVI, LIČNI RAZVOJ I VEŠTINE;IZVEŠTAJ O RADNOM UČINKU;1.4.2022;-;LMS;onlajn sertifikat;0;0;#N/A;Modernizovane onlajn obuke;2024
2022-08-0312;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;UPRAVLjANjE PROGRAMIMA I PROJEKTIMA I MEĐUNARODOM RAZVOJNOM POMOĆI;LIČNI RAZVOJ I VEŠTINE, UPRAVLjANjE U JAVNOJ UPRAVI;LIDERSKI STILOVI I TEHNIKE;1.4.2022;-;LMS;onlajn sertifikat;0;0;#N/A;Modernizovane onlajn obuke;2024
2022-02-0201;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;UPRAVLjANjE PROGRAMIMA I PROJEKTIMA I MEĐUNARODOM RAZVOJNOM POMOĆI;ZAŠTITA ŽIVOTNE SREDINE;ODRŽIVI RAZVOJ, ZAŠTITA ŽIVOTNE SREDINE I KLIMATSKE PROMENE  - Održivi gradovi i teritorije – ONLAJN OBUKA;10.5.2022;-;LMS;onlajn potvrda;0;0;#N/A;Onlajn obuka;2024
2022-02-0805;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;UPRAVLjANjE PROGRAMIMA I PROJEKTIMA I MEĐUNARODOM RAZVOJNOM POMOĆI;JAVNE FINANSIJE;RODNO ODGOVORNO BUDžETIRANjE;1.7.2022;-;LMS;onlajn sertifikat;0;0;#N/A;Onlajn obuka;2024
2022-07-1503;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;UPRAVLjANjE PROGRAMIMA I PROJEKTIMA I MEĐUNARODOM RAZVOJNOM POMOĆI;BEZBEDNOST U LOKALNOJ ZAJEDNICI;SMANjENjE RIZIKA OD KATASTROFA;8.8.2022;-;LMS;onlajn sertifikat;0;0;#N/A;Onlajn obuka;2024
2022-07-1506;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;UPRAVLjANjE PROGRAMIMA I PROJEKTIMA I MEĐUNARODOM RAZVOJNOM POMOĆI;0;OBNOVA NAKON ELEMENTARNE I DRUGE NEPOGODE;25.8.2022;-;LMS;onlajn sertifikat;0;0;#N/A;Onlajn obuka;2024
2022-02-1901;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;UPRAVLjANjE PROGRAMIMA I PROJEKTIMA I MEĐUNARODOM RAZVOJNOM POMOĆI;LIČNI RAZVOJ I VEŠTINE;USPEŠNO KOMUNICIRANjE - Javni nastup;5.9.2022;-;LMS;onlajn sertifikat;0;0;#N/A;Onlajn obuka;2024
2022-02-1901;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;UPRAVLjANjE PROGRAMIMA I PROJEKTIMA I MEĐUNARODOM RAZVOJNOM POMOĆI;LIČNI RAZVOJ I VEŠTINE;USPEŠNO KOMUNICIRANjE - Javna uprava i efikasni servis građanima i privredi;5.9.2022;-;LMS;onlajn sertifikat;0;0;#N/A;Onlajn obuka;2024
2022-02-1901;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;UPRAVLjANjE PROGRAMIMA I PROJEKTIMA I MEĐUNARODOM RAZVOJNOM POMOĆI;LIČNI RAZVOJ I VEŠTINE;USPEŠNO KOMUNICIRANjE - Komunikacija na društvenim mrežama;5.9.2022;-;LMS;onlajn sertifikat;0;0;#N/A;Onlajn obuka;2024
2022-02-1901;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;UPRAVLjANjE PROGRAMIMA I PROJEKTIMA I MEĐUNARODOM RAZVOJNOM POMOĆI;LIČNI RAZVOJ I VEŠTINE;USPEŠNO KOMUNICIRANjE - Krizna komunikacija;5.9.2022;-;LMS;onlajn sertifikat;0;0;#N/A;Onlajn obuka;2024
2022-02-1901;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;UPRAVLjANjE PROGRAMIMA I PROJEKTIMA I MEĐUNARODOM RAZVOJNOM POMOĆI;LIČNI RAZVOJ I VEŠTINE;USPEŠNO KOMUNICIRANjE - Komunikator;5.9.2022;-;LMS;onlajn sertifikat;0;0;#N/A;Onlajn obuka;2024
2022-07-1502;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;UPRAVLjANjE PROGRAMIMA I PROJEKTIMA I MEĐUNARODOM RAZVOJNOM POMOĆI;0;DELOVANjE JEDINICA LOKALNE SAMOUPRAVE U OBLASTI BEZBEDNOSTI;21.10.2022;-;LMS;onlajn sertifikat;0;0;#N/A;Onlajn obuka;2024
2022-07-1503;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;UPRAVLjANjE PROGRAMIMA I PROJEKTIMA I MEĐUNARODOM RAZVOJNOM POMOĆI;BEZBEDNOST U LOKALNOJ ZAJEDNICI;SMANjENjE RIZIKA OD KATASTROFA - Dobro upravljanje u kontekstu smanjenja rizika od katastrofa i upravljanja u vanrednim situacijama;21.10.2022;-;LMS;onlajn sertifikat;0;0;#N/A;Onlajn obuka;2024
2022-07-1507;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;UPRAVLjANjE PROGRAMIMA I PROJEKTIMA I MEĐUNARODOM RAZVOJNOM POMOĆI;0;KRIZNA KOMUNIKACIJA - Krizna komunikacija u vanrednim situacijama;21.10.2022;-;LMS;onlajn sertifikat;0;0;#N/A;Onlajn obuka;2024
2022-02-0114;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;UPRAVLjANjE PROGRAMIMA I PROJEKTIMA I MEĐUNARODOM RAZVOJNOM POMOĆI;E-UPRAVA I DIGITALIZACIJA;ELEKTRONSKO KANCELARIJSKO POSLOVANjE – ONLAJN OBUKA;28.10.2022;-;LMS;onlajn sertifikat;0;0;#N/A;Onlajn obuka;2024
2022-02-1113;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;UPRAVLjANjE PROGRAMIMA I PROJEKTIMA I MEĐUNARODOM RAZVOJNOM POMOĆI;UPRAVLjANjE U JAVNOJ UPRAVI;KOLEKTIVNO PREGOVARANjE;23.12.2022;-;LMS;onlajn sertifikat;0;0;#N/A;Modernizovane onlajn obuke;2024
2022-02-1909;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;UPRAVLjANjE PROGRAMIMA I PROJEKTIMA I MEĐUNARODOM RAZVOJNOM POMOĆI;LIČNI RAZVOJ I VEŠTINE;UPRAVLjANjE KONFLIKTIMA;23.12.2022;-;LMS;onlajn sertifikat;0;0;#N/A;Modernizovane onlajn obuke;2024
2022-02-2015;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;UPRAVLjANjE PROGRAMIMA I PROJEKTIMA I MEĐUNARODOM RAZVOJNOM POMOĆI;LIČNI RAZVOJ I VEŠTINE;IZGRADNjA POBEDNIČKOG MENTALITETA  - Proaktivnost navika broj 1 uspešnih timova;23.12.2022;-;LMS;onlajn sertifikat;0;0;#N/A;Modernizovane onlajn obuke;2024
2022-02-2015;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;UPRAVLjANjE PROGRAMIMA I PROJEKTIMA I MEĐUNARODOM RAZVOJNOM POMOĆI;LIČNI RAZVOJ I VEŠTINE;IZGRADNjA POBEDNIČKOG MENTALITETA - Samouverenost osobina broj 1 uspešnih lidera;23.12.2022;-;LMS;onlajn sertifikat;0;0;#N/A;Modernizovane onlajn obuke;2024
2022-02-2015;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;UPRAVLjANjE PROGRAMIMA I PROJEKTIMA I MEĐUNARODOM RAZVOJNOM POMOĆI;LIČNI RAZVOJ I VEŠTINE;IZGRADNjA POBEDNIČKOG MENTALITETA - Tranzicija od statičnog do razvojnog mentaliteta;23.12.2022;-;LMS;onlajn sertifikat;0;0;#N/A;Modernizovane onlajn obuke;2024
2022-02-2015;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;UPRAVLjANjE PROGRAMIMA I PROJEKTIMA I MEĐUNARODOM RAZVOJNOM POMOĆI;LIČNI RAZVOJ I VEŠTINE;IZGRADNjA POBEDNIČKOG MENTALITETA - Vizija uspešne ličnosti i postavljanje ciljeva;23.12.2022;-;LMS;onlajn sertifikat;0;0;#N/A;Modernizovane onlajn obuke;2024
2022-03-0110;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;UPRAVLjANjE PROGRAMIMA I PROJEKTIMA I MEĐUNARODOM RAZVOJNOM POMOĆI;LIČNI RAZVOJ I VEŠTINE;INDIVIDUALNI KOUČING;23.12.2022;-;LMS;onlajn sertifikat;0;0;#N/A;Modernizovane onlajn obuke;2024
2022-03-0206;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;UPRAVLjANjE PROGRAMIMA I PROJEKTIMA I MEĐUNARODOM RAZVOJNOM POMOĆI;UPRAVLjANjE U JAVNOJ UPRAVI;UPRAVLjANjE PROMENAMA I RUKOVOĐENjE;23.12.2022;-;LMS;onlajn sertifikat;0;0;#N/A;Modernizovane onlajn obuke;2024
2022-03-0208;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;UPRAVLjANjE PROGRAMIMA I PROJEKTIMA I MEĐUNARODOM RAZVOJNOM POMOĆI;UPRAVLjANjE U JAVNOJ UPRAVI;UPRAVLjANjE PROJEKTNIM CIKLUSOM;23.12.2022;-;LMS;onlajn sertifikat;0;0;#N/A;Modernizovane onlajn obuke;2024
2022-03-0209;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;UPRAVLjANjE PROGRAMIMA I PROJEKTIMA I MEĐUNARODOM RAZVOJNOM POMOĆI;UPRAVLjANjE U JAVNOJ UPRAVI;IZGRADNjA ORGANIZACIONE KULTURE;23.12.2022;-;LMS;onlajn sertifikat;0;0;#N/A;Modernizovane onlajn obuke;2024
2022-06-0112;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;UPRAVLjANjE PROGRAMIMA I PROJEKTIMA I MEĐUNARODOM RAZVOJNOM POMOĆI;SISTEM JAVNE UPRAVE;I2=INICIJATIVA I INOVACIJE;23.12.2022;-;LMS;onlajn sertifikat;0;0;#N/A;Modernizovane onlajn obuke;2024
2022-06-0301;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;UPRAVLjANjE PROGRAMIMA I PROJEKTIMA I MEĐUNARODOM RAZVOJNOM POMOĆI;LIČNI RAZVOJ I VEŠTINE;OTKRIJTE SVOJE „NAJBOLjE JA“;23.12.2022;-;LMS;onlajn sertifikat;0;0;#N/A;Modernizovane onlajn obuke;2024
2022-06-0304;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;UPRAVLjANjE PROGRAMIMA I PROJEKTIMA I MEĐUNARODOM RAZVOJNOM POMOĆI;LIČNI RAZVOJ I VEŠTINE;DONOŠENjE KVALITETNIH ODLUKA;23.12.2022;-;LMS;onlajn sertifikat;0;0;#N/A;Modernizovane onlajn obuke;2024
2022-06-0306;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;UPRAVLjANjE PROGRAMIMA I PROJEKTIMA I MEĐUNARODOM RAZVOJNOM POMOĆI;LIČNI RAZVOJ I VEŠTINE;RAZVOJ KREATIVNOSTI;23.12.2022;-;LMS;onlajn sertifikat;0;0;#N/A;Modernizovane onlajn obuke;2024
2022-06-0309;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;UPRAVLjANjE PROGRAMIMA I PROJEKTIMA I MEĐUNARODOM RAZVOJNOM POMOĆI;LIČNI RAZVOJ I VEŠTINE;INVESTIRAJTE U SVOJE ZAPOSLENE – METODE RAZVOJA ZAPOSLENIH;23.12.2022;-;LMS;onlajn sertifikat;0;0;#N/A;Modernizovane onlajn obuke;2024
2022-06-0317;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;UPRAVLjANjE PROGRAMIMA I PROJEKTIMA I MEĐUNARODOM RAZVOJNOM POMOĆI;LIČNI RAZVOJ I VEŠTINE;KAKO DA ASERTIVNO KOMUNICIRAMO;23.12.2022;-;LMS;onlajn sertifikat;0;0;#N/A;Modernizovane onlajn obuke;2024
2022-06-0322;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;UPRAVLjANjE PROGRAMIMA I PROJEKTIMA I MEĐUNARODOM RAZVOJNOM POMOĆI;LIČNI RAZVOJ I VEŠTINE;JAVNI NASTUP;23.12.2022;-;LMS;onlajn sertifikat;0;0;#N/A;Modernizovane onlajn obuke;2024
2022-06-0503;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;UPRAVLjANjE PROGRAMIMA I PROJEKTIMA I MEĐUNARODOM RAZVOJNOM POMOĆI;TRENING TRENERA;OBUKA MENTORA;23.12.2022;-;LMS;onlajn sertifikat;0;0;#N/A;Modernizovane onlajn obuke;2024
2023-03-0112;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;UPRAVLjANjE PROGRAMIMA I PROJEKTIMA I MEĐUNARODOM RAZVOJNOM POMOĆI;Veštine rukovođenja i lični razvoj;STRATEŠKO UPRAVLjANjE, FINANSIJE I EFIKASNOST;26.1.2023;-;LMS;onlajn sertifikat;0;0;#N/A;Modernizovane onlajn obuke;2024
2023-08-0104;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;UPRAVLjANjE PROGRAMIMA I PROJEKTIMA I MEĐUNARODOM RAZVOJNOM POMOĆI;Finansijsko-materijalno poslovanje;OSNOVE JAVNIH FINANSIJA - Uvod u javne finansije;26.1.2023;-;LMS;onlajn sertifikat;0;0;#N/A;Modernizovane onlajn obuke;2024
2023-08-0105;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;UPRAVLjANjE PROGRAMIMA I PROJEKTIMA I MEĐUNARODOM RAZVOJNOM POMOĆI;Javne nabavke;OSNOVE JAVNIH NABAVKI;26.1.2023;-;LMS;onlajn sertifikat;0;0;#N/A;Modernizovane onlajn obuke;2024
2023-08-0110;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;UPRAVLjANjE PROGRAMIMA I PROJEKTIMA I MEĐUNARODOM RAZVOJNOM POMOĆI;Lokalni razvoj i investicije;LOKALNA SAMOUPRAVA I EKONOMSKI RAZVOJ;26.1.2023;-;LMS;onlajn sertifikat;0;0;#N/A;Modernizovane onlajn obuke;2024
2023-08-0111;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;UPRAVLjANjE PROGRAMIMA I PROJEKTIMA I MEĐUNARODOM RAZVOJNOM POMOĆI;Lokalni razvoj i investicije;INVESTICIJE I PRIVREDNI RAZVOJ ;26.1.2023;-;LMS;onlajn sertifikat;0;0;#N/A;Modernizovane onlajn obuke;2024
2023-02-0104;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;UPRAVLjANjE PROGRAMIMA I PROJEKTIMA I MEĐUNARODOM RAZVOJNOM POMOĆI;Uprava u službi građana, e-uprava i javne usluge;KREATIVNO KORISNIČKI ORIJENTISANO KREIRANjE USLUGA I POLITIKA (DESIGN THINKING) - MAPIRANjE ISKUSTVA POLAZNIKA;3.3.2023;-;LMS;onlajn sertifikat;0;0;#N/A;Onlajn obuka;2024
2023-06-0710;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;UPRAVLjANjE PROGRAMIMA I PROJEKTIMA I MEĐUNARODOM RAZVOJNOM POMOĆI;Upravljanje podacima  ;PRIMENA ANALITIČKO IZVEŠTAJNOG SISTEMA JLS;22.3.2023;-;LMS;onlajn sertifikat;0;0;#N/A;Onlajn obuka;2024
2023-02-0808;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;UPRAVLjANjE PROGRAMIMA I PROJEKTIMA I MEĐUNARODOM RAZVOJNOM POMOĆI;Finansijsko-materijalno poslovanje;IZVRŠENjE BUDžETA;17.5.2023;-;LMS;onlajn sertifikat;0;0;#N/A;Modernizovane onlajn obuke;2024
2023-02-0814;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;UPRAVLjANjE PROGRAMIMA I PROJEKTIMA I MEĐUNARODOM RAZVOJNOM POMOĆI;Finansijsko-materijalno poslovanje;PORESKO POSLOVANjE;17.5.2023;-;LMS;onlajn sertifikat;0;0;#N/A;Modernizovane onlajn obuke;2024
2023-02-0816;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;UPRAVLjANjE PROGRAMIMA I PROJEKTIMA I MEĐUNARODOM RAZVOJNOM POMOĆI;Revizija;REVIZIJA JAVNOG SEKTORA;17.5.2023;-;LMS;onlajn sertifikat;0;0;#N/A;Modernizovane onlajn obuke;2024
2023-02-1402;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;UPRAVLjANjE PROGRAMIMA I PROJEKTIMA I MEĐUNARODOM RAZVOJNOM POMOĆI;Komunikacija i odnosi sa javnošću;OSNOVE MARKETING MENADžMENTA U JAVNOJ UPRAVI;17.5.2023;-;LMS;onlajn sertifikat;0;0;#N/A;Modernizovane onlajn obuke;2024
